arrival_airport_icao,departure_airport_icao,departure_airport_name,scheduled_arrival_time,flight_number,data_retrieved_at,airport_id
EGLL,KEWR,Newark,2024-02-16 06:15:00,AA 6943,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 06:55:00,AA 6951,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:30:00,AA 6957,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:30:00,AA 6967,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 06:40:00,AA 7003,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 06:15:00,AA 7077,2024-02-15 13:58:49,18
EGLL,OBBI,Manama,2024-02-16 06:40:00,AA 7103,2024-02-15 13:58:49,18
EGLL,FACT,Cape Town,2024-02-16 06:55:00,AA 7179,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,AC 3081,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,AC 3718,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,AC 5346,2024-02-15 13:58:49,18
EGLL,HAAB,Addis Ababa,2024-02-16 06:35:00,AC 6023,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,AC 6671,2024-02-15 13:58:49,18
EGLL,VTBS,Bangkok,2024-02-16 06:20:00,AC 7401,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,AC 854,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,AF 6753,2024-02-15 13:58:49,18
EGLL,KMCO,Orlando,2024-02-16 06:55:00,AF 9277,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,AF 9664,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,AF 9903,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,AF 9909,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 06:35:00,AI 161,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,AM 7657,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,AM 7666,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,AM 7669,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,AM 7677,2024-02-15 13:58:49,18
EGLL,KMCO,Orlando,2024-02-16 06:55:00,AM 7681,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,AY 4012,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,AY 4176,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:30:00,AY 5416,2024-02-15 13:58:49,18
EGLL,KPHL,Philadelphia,2024-02-16 06:30:00,AY 5466,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:45:00,AY 5474,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:15:00,AY 5484,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 06:55:00,AY 5494,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:30:00,AY 5506,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 06:40:00,AY 5534,2024-02-15 13:58:49,18
EGLL,FACT,Cape Town,2024-02-16 06:55:00,AY 5950,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 06:15:00,BA 106,2024-02-15 13:58:49,18
EGLL,OBBI,Manama,2024-02-16 06:40:00,BA 124,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,BA 1511,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,BA 1589,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:45:00,BA 174,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:15:00,BA 184,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 06:55:00,BA 194,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:30:00,BA 206,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:30:00,BA 216,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:35:00,BA 2302,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:25:00,BA 2364,2024-02-15 13:58:49,18
EGLL,SBGR,São Paulo,2024-02-16 06:50:00,BA 246,2024-02-15 13:58:49,18
EGLL,SCEL,Santiago,2024-02-16 06:15:00,BA 250,2024-02-15 13:58:49,18
EGLL,VHHH,Hong Kong,2024-02-16 06:25:00,BA 28,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 06:40:00,BA 294,2024-02-15 13:58:49,18
EGLL,FACT,Cape Town,2024-02-16 06:55:00,BA 42,2024-02-15 13:58:49,18
EGLL,RJTT,Tokyo,2024-02-16 06:25:00,BA 4609,2024-02-15 13:58:49,18
EGLL,KPHL,Philadelphia,2024-02-16 06:30:00,BA 66,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,DL 5969,2024-02-15 13:58:49,18
EGLL,KMCO,Orlando,2024-02-16 06:55:00,DL 5970,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,DL 5992,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,DL 5994,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,DL 5998,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,GA 9056,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,GF 4183,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,GF 6654,2024-02-15 13:58:49,18
EGLL,OBBI,Manama,2024-02-16 06:35:00,GF 7,2024-02-15 13:58:49,18
EGLL,RJTT,Tokyo,2024-02-16 06:25:00,IB 1581,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,IB 4218,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,IB 4916,2024-02-15 13:58:49,18
EGLL,FACT,Cape Town,2024-02-16 06:55:00,IB 7310,2024-02-15 13:58:49,18
EGLL,KPHL,Philadelphia,2024-02-16 06:30:00,IB 7324,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 06:15:00,IB 7346,2024-02-15 13:58:49,18
EGLL,OBBI,Manama,2024-02-16 06:40:00,IB 7360,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:45:00,IB 7373,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:15:00,IB 7381,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 06:55:00,IB 7389,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:30:00,IB 7396,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:30:00,IB 7404,2024-02-15 13:58:49,18
EGLL,SBGR,São Paulo,2024-02-16 06:50:00,IB 7420,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 06:40:00,IB 7450,2024-02-15 13:58:49,18
EGLL,KPHL,Philadelphia,2024-02-16 06:30:00,EI 8766,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 06:15:00,EI 8806,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:45:00,EI 8874,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:15:00,EI 8884,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 06:55:00,EI 8894,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:30:00,EI 8906,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:30:00,EI 8916,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 06:40:00,EI 8994,2024-02-15 13:58:49,18
EGLL,HAAB,Addis Ababa,2024-02-16 06:35:00,ET 700,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,EY 11,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,CM 2293,2024-02-15 13:58:49,18
EGLL,VHHH,Hong Kong,2024-02-16 06:20:00,CX 255,2024-02-15 13:58:49,18
EGLL,SCEL,Santiago,2024-02-16 06:15:00,IB 7716,2024-02-15 13:58:49,18
EGLL,RJTT,Tokyo,2024-02-16 06:25:00,JL 41,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,KL 2501,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,KL 2507,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,KL 2519,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,KL 4805,2024-02-15 13:58:49,18
EGLL,KMCO,Orlando,2024-02-16 06:55:00,KL 4815,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,LH 6589,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,LH 7626,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,LH 7768,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,LX 3034,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,LX 3047,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,LX 3061,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,LY 8012,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,LY 8051,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,ME 4520,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,LH 9259,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,MS 9605,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,OS 7794,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,OS 7800,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,OS 7806,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,OS 8286,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 06:15:00,QF 1,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:35:00,QR 107,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:25:00,QR 11,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 06:20:00,QR 2762,2024-02-15 13:58:49,18
EGLL,FACT,Cape Town,2024-02-16 06:55:00,QR 6252,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,QR 9202,2024-02-15 13:58:49,18
EGLL,HAAB,Addis Ababa,2024-02-16 06:35:00,NH 5354,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,NZ 4291,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,SN 9039,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,SN 9061,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,SQ 1013,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,SQ 2504,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,SQ 2514,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,SQ 2528,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,SQ 2546,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,TP 6916,2024-02-15 13:58:49,18
EGLL,HAAB,Addis Ababa,2024-02-16 06:35:00,TP 8984,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:20:00,UA 110,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 06:55:00,UA 14,2024-02-15 13:58:49,18
EGLL,HAAB,Addis Ababa,2024-02-16 06:35:00,UA 7210,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,UA 8306,2024-02-15 13:58:49,18
EGLL,KIAD,District of Columbia,2024-02-16 06:40:00,UA 918,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,UL 2026,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 06:30:00,UL 2854,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:25:00,VA 6224,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 06:20:00,VS 104,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 06:45:00,VS 118,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:40:00,VS 4,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 06:50:00,VS 46,2024-02-15 13:58:49,18
EGLL,OERK,Riyadh,2024-02-16 06:25:00,SV 117,2024-02-15 13:58:49,18
EGLL,VTBS,Bangkok,2024-02-16 06:20:00,TG 910,2024-02-15 13:58:49,18
EGLL,KMCO,Orlando,2024-02-16 06:55:00,VS 92,2024-02-15 13:58:49,18
EGLL,OTHH,Doha,2024-02-16 06:25:00,WB 1137,2024-02-15 13:58:49,18
EGLL,HRYR,Kigali,2024-02-16 06:20:00,WB 710,2024-02-15 13:58:49,18
EGLL,OMAA,Abu Dhabi Island and Internal Islands City,2024-02-16 06:45:00,XY 3011,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,A3 3089,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,AA 50,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 07:15:00,AA 6608,2024-02-15 13:58:49,18
EGLL,VABB,Mumbai,2024-02-16 07:05:00,AA 6658,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 07:30:00,AA 6662,2024-02-15 13:58:49,18
EGLL,EGCC,Manchester,2024-02-16 07:15:00,AA 6823,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 07:35:00,AA 6858,2024-02-15 13:58:49,18
EGLL,LFSB,Bâle/Mulhouse,2024-02-16 07:35:00,AA 6901,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 07:00:00,AA 6909,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:10:00,AA 6937,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:40:00,AA 7164,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 07:25:00,AA 7218,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,AA 7224,2024-02-15 13:58:49,18
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,AA 7239,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,AA 730,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,AC 3858,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,AC 5364,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,AC 5448,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,AC 6298,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:25:00,AC 6961,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,AC 864,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 07:05:00,AF 3555,2024-02-15 13:58:49,18
EGLL,LFMN,Nice,2024-02-16 07:55:00,AF 7550,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:55:00,AF 8991,2024-02-15 13:58:49,18
EGLL,KTPA,Tampa,2024-02-16 07:55:00,AF 9889,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 07:00:00,AY 5450,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:10:00,AY 5476,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,AY 5669,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,AY 5780,2024-02-15 13:58:49,18
EGLL,FAOR,Jo'anna,2024-02-16 07:40:00,AY 5944,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,AY 5964,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:25:00,AA 7095,2024-02-15 13:58:49,18
EGLL,EDDV,Hanover,2024-02-16 07:35:00,AA 7102,2024-02-15 13:58:49,18
EGLL,FAOR,Jo'anna,2024-02-16 07:40:00,AA 7105,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 07:30:00,AA 7144,2024-02-15 13:58:49,18
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,BA 1301,2024-02-15 13:58:49,18
EGLL,EGCC,Manchester,2024-02-16 07:15:00,BA 1371,2024-02-15 13:58:49,18
EGLL,VABB,Mumbai,2024-02-16 07:05:00,BA 138,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 07:30:00,BA 142,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,BA 1435,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,BA 1505,2024-02-15 13:58:49,18
EGLL,TXKF,Hamilton,2024-02-16 07:10:00,BA 158,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,BA 1595,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:10:00,BA 176,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 07:25:00,BA 303,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:25:00,BA 423,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 07:00:00,BA 52,2024-02-15 13:58:49,18
EGLL,FAOR,Jo'anna,2024-02-16 07:40:00,BA 54,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 07:30:00,BA 709,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 07:35:00,BA 723,2024-02-15 13:58:49,18
EGLL,LFSB,Bâle/Mulhouse,2024-02-16 07:35:00,BA 751,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:40:00,BA 935,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:40:00,CX 7140,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:55:00,DL 1,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 07:05:00,DL 30,2024-02-15 13:58:49,18
EGLL,KTPA,Tampa,2024-02-16 07:55:00,DL 5921,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 07:10:00,DL 5949,2024-02-15 13:58:49,18
EGLL,HKJK,Nairobi,2024-02-16 07:50:00,DL 7551,2024-02-15 13:58:49,18
EGLL,LFMN,Nice,2024-02-16 07:55:00,DL 8254,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,DL 9640,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,IB 4192,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,IB 4666,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 07:00:00,IB 7314,2024-02-15 13:58:49,18
EGLL,FAOR,Jo'anna,2024-02-16 07:40:00,IB 7316,2024-02-15 13:58:49,18
EGLL,VABB,Mumbai,2024-02-16 07:05:00,IB 7364,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:10:00,IB 7375,2024-02-15 13:58:49,18
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,IB 7523,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,IB 7570,2024-02-15 13:58:49,18
EGLL,TXKF,Hamilton,2024-02-16 07:10:00,IB 7621,2024-02-15 13:58:49,18
EGLL,EDDV,Hanover,2024-02-16 07:35:00,JL 6502,2024-02-15 13:58:49,18
